filename,width,height,class,xmin,ymin,xmax,ymax
1298.jpeg,233,216,Dent,68,84,191,153
1298.jpeg,233,216,Scratch,73,103,115,149
1298.jpeg,233,216,Dent,44,61,68,91
1298.jpeg,233,216,Dent,77,46,96,72
1059.jpeg,259,194,Dent,118,90,160,110
1059.jpeg,259,194,Dent,167,81,184,89
1065.jpeg,266,190,Smashed,3,58,106,137
1065.jpeg,266,190,Dent,43,73,76,98
1065.jpeg,266,190,Dent,89,73,106,95
1703.jpeg,259,195,Smashed,27,74,134,165
1717.jpeg,259,194,Broken-glass,128,92,161,128
1717.jpeg,259,194,Dent,64,72,187,146
1071.jpeg,259,194,Broken-glass,96,38,204,91
1071.jpeg,259,194,Smashed,7,99,121,152
1071.jpeg,259,194,Broken-glass,22,150,102,181
1071.jpeg,259,194,Scratch,181,133,199,160
1924.jpeg,260,194,Broken-glass,158,50,184,98
1924.jpeg,260,194,Dent,12,110,106,165
1930.jpeg,260,194,Smashed,52,77,154,156
1918.jpeg,275,183,Smashed,12,12,191,157
1893.jpeg,275,183,Broken-glass,152,27,212,98
1893.jpeg,275,183,Dent,119,10,150,77
1887.jpeg,275,183,Smashed,6,16,234,169
1887.jpeg,275,183,Dent,77,81,180,137
1139.jpeg,299,168,Scratch,182,62,252,108
1139.jpeg,299,168,Scratch,156,70,182,87
1139.jpeg,299,168,Dent,108,74,155,92
1139.jpeg,299,168,Broken-glass,118,38,195,61
1111.jpeg,275,183,Smashed,6,23,275,183
1677.jpeg,268,188,Smashed,119,64,182,136
1663.jpeg,1024,1024,Dent,394,504,806,855
1663.jpeg,1024,1024,Dent,96,511,452,894
1663.jpeg,1024,1024,Dent,342,381,608,543
1105.jpeg,259,194,Broken-glass,44,31,209,83
1105.jpeg,259,194,Dent,202,87,220,102
1105.jpeg,259,194,Dent,60,85,104,106
1105.jpeg,259,194,Dent,65,136,73,152
1105.jpeg,259,194,Scratch,136,161,152,166
1105.jpeg,259,194,Scratch,101,187,114,193
1688.jpeg,318,159,Dent,62,49,137,102
1688.jpeg,318,159,Scratch,27,44,68,69
1688.jpeg,318,159,Dent,220,71,307,114
1850.jpeg,260,194,Dent,76,29,142,103
1850.jpeg,260,194,Broken-glass,27,41,98,94
1850.jpeg,260,194,Dent,146,63,172,110
1844.jpeg,287,176,Dent,115,78,156,135
1844.jpeg,287,176,Broken-glass,146,67,179,105
1878.jpeg,275,183,Smashed,56,7,256,162
1449.jpeg,259,194,Broken-glass,27,34,133,92
1449.jpeg,259,194,Dent,104,131,190,160
1475.jpeg,265,190,Dent,157,84,217,100
1313.jpeg,259,194,Scratch,24,66,57,115
1313.jpeg,259,194,Scratch,62,107,89,131
1313.jpeg,259,194,Dent,3,62,17,92
1307.jpeg,259,194,Broken-glass,111,93,170,126
1307.jpeg,259,194,Dent,120,74,225,89
1461.jpeg,258,196,Broken-glass,22,68,68,112
1461.jpeg,258,196,Smashed,7,20,254,187
1459.jpeg,259,194,Dent,75,47,232,108
1459.jpeg,259,194,Dent,1,76,64,138
1465.jpeg,259,194,Dent,86,74,190,137
1303.jpeg,300,168,Broken-glass,146,66,199,99
1303.jpeg,300,168,Smashed,104,35,294,150
1317.jpeg,301,167,Broken-glass,155,94,227,124
1317.jpeg,301,167,Dent,27,45,229,87
1317.jpeg,301,167,Broken-glass,10,76,42,103
1317.jpeg,301,167,Scratch,125,141,160,157
1471.jpeg,259,194,Dent,145,115,203,151
1840.jpeg,259,194,Dent,158,151,194,177
1840.jpeg,259,194,Smashed,17,71,43,102
1698.jpeg,273,185,Dent,207,123,267,163
1854.jpeg,259,194,Dent,14,64,149,121
1868.jpeg,259,194,Dent,95,94,198,122
1883.jpeg,1024,1024,Dent,372,149,567,622
1883.jpeg,1024,1024,Scratch,337,704,537,821
1897.jpeg,259,194,Dent,75,105,98,145
1897.jpeg,259,194,Scratch,138,50,172,75
1897.jpeg,259,194,Scratch,61,72,73,87
1129.jpeg,259,194,Smashed,55,38,233,143
1129.jpeg,259,194,Dent,83,82,144,123
1101.jpeg,259,194,Broken-glass,142,34,190,92
1101.jpeg,259,194,Scratch,182,95,192,147
1101.jpeg,259,194,Scratch,146,131,167,155
1667.jpeg,244,206,Smashed,10,68,215,142
1673.jpeg,259,194,Broken-glass,157,95,211,132
1673.jpeg,259,194,Smashed,24,41,246,182
1115.jpeg,300,168,Dent,28,77,174,142
1115.jpeg,300,168,Dent,43,45,78,83
1115.jpeg,300,168,Dent,72,79,106,95
1934.jpeg,261,193,Smashed,17,20,211,131
1920.jpeg,296,170,Broken-glass,129,49,267,136
1920.jpeg,296,170,Broken-glass,44,52,136,111
1920.jpeg,296,170,Dent,80,134,117,167
1908.jpeg,295,171,Smashed,85,88,193,151
1049.jpeg,275,183,Dent,61,29,224,144
1049.jpeg,275,183,Scratch,106,150,137,168
1075.jpeg,259,194,Dent,169,75,191,104
1075.jpeg,259,194,Dent,113,76,152,85
1713.jpeg,259,194,Dent,114,84,135,109
1713.jpeg,259,194,Broken-glass,137,53,191,81
1707.jpeg,259,194,Dent,48,65,151,117
1707.jpeg,259,194,Dent,113,101,235,181
1061.jpeg,194,259,Dent,51,100,124,170
1061.jpeg,194,259,Dent,130,82,142,108
1288.jpeg,300,168,Smashed,122,56,205,108
1539.jpeg,1024,1024,Dent,63,268,581,606
1511.jpeg,280,180,Smashed,184,101,250,152
1277.jpeg,284,177,Dent,4,85,105,128
1263.jpeg,299,168,Broken-glass,34,13,261,126
1505.jpeg,259,194,Scratch,85,72,181,100
1262.jpeg,259,194,Dent,174,80,220,116
1262.jpeg,259,194,Broken-glass,179,50,211,75
1504.jpeg,259,194,Dent,132,92,213,159
1510.jpeg,269,188,Dent,24,100,258,136
1510.jpeg,269,188,Broken-glass,120,1,268,87
1276.jpeg,225,225,Dent,63,131,104,181
1276.jpeg,225,225,Smashed,112,122,222,213
1538.jpeg,1024,1024,Dent,276,12,694,450
1538.jpeg,1024,1024,Broken-glass,691,201,1013,491
1538.jpeg,1024,1024,Dent,647,517,981,807
1289.jpeg,259,194,Dent,112,71,165,101
1289.jpeg,259,194,Broken-glass,90,106,121,126
1706.jpeg,296,170,Scratch,159,81,184,113
1706.jpeg,296,170,Dent,126,46,255,87
1060.jpeg,259,194,Dent,72,26,211,115
1074.jpeg,168,299,Scratch,100,176,168,215
1074.jpeg,168,299,Scratch,76,87,108,103
1074.jpeg,168,299,Scratch,82,103,107,114
1074.jpeg,168,299,Dent,69,90,126,155
1074.jpeg,168,299,Smashed,18,145,168,264
1074.jpeg,168,299,Broken-glass,90,107,155,158
1074.jpeg,168,299,Scratch,9,40,24,56
1074.jpeg,168,299,Broken-glass,50,64,74,78
1712.jpeg,242,208,Broken-glass,12,67,38,127
1048.jpeg,300,168,Broken-glass,12,37,139,130
1048.jpeg,300,168,Broken-glass,168,33,300,124
1909.jpeg,259,194,Scratch,105,90,184,143
1921.jpeg,259,194,Smashed,56,50,232,154
1935.jpeg,259,194,Dent,75,100,181,188
1935.jpeg,259,194,Broken-glass,118,30,222,97
1672.jpeg,1024,1024,Dent,101,314,596,502
1114.jpeg,254,198,Smashed,9,66,229,186
1114.jpeg,254,198,Broken-glass,62,3,98,57
1114.jpeg,254,198,Broken-glass,227,90,254,148
1100.jpeg,275,183,Dent,115,47,176,104
1100.jpeg,275,183,Dent,36,51,50,64
1666.jpeg,275,183,Dent,139,73,203,114
1896.jpeg,259,194,Smashed,21,37,187,133
1896.jpeg,259,194,Broken-glass,116,21,172,39
1128.jpeg,259,194,Smashed,53,83,115,141
1882.jpeg,1024,1024,Dent,270,506,691,761
1869.jpeg,275,183,Broken-glass,188,59,234,84
1869.jpeg,275,183,Smashed,37,87,224,149
1855.jpeg,259,194,Dent,90,83,203,125
1699.jpeg,299,168,Broken-glass,46,72,73,104
1699.jpeg,299,168,Smashed,51,58,205,156
1699.jpeg,299,168,Scratch,100,141,147,161
1841.jpeg,265,190,Broken-glass,104,29,256,99
1841.jpeg,265,190,Dent,106,12,232,44
1841.jpeg,265,190,Dent,103,91,232,155
1316.jpeg,259,194,Dent,131,64,196,143
1316.jpeg,259,194,Dent,91,76,115,116
1470.jpeg,259,194,Scratch,77,102,149,137
1464.jpeg,275,183,Smashed,143,61,251,147
1302.jpeg,299,168,Dent,122,20,220,107
1458.jpeg,259,194,Dent,24,72,174,171
1499.jpeg,259,194,Dent,205,60,228,94
1328.jpeg,259,194,Dent,73,69,172,128
1472.jpeg,275,183,Smashed,57,49,151,116
1472.jpeg,275,183,Broken-glass,88,74,119,94
1314.jpeg,258,196,Dent,81,69,209,96
1300.jpeg,262,192,Dent,12,72,138,150
1300.jpeg,262,192,Dent,118,43,163,62
1466.jpeg,194,260,Dent,83,98,194,145
1466.jpeg,194,260,Smashed,1,183,42,221
1857.jpeg,259,194,Smashed,66,34,221,151
1843.jpeg,261,193,Dent,87,112,116,126
1843.jpeg,261,193,Dent,32,128,74,143
1894.jpeg,275,183,Dent,72,35,198,134
1894.jpeg,275,183,Dent,193,125,263,155
1658.jpeg,180,279,Scratch,68,120,91,136
1880.jpeg,322,156,Smashed,11,46,132,128
1880.jpeg,322,156,Broken-glass,101,31,178,61
1116.jpeg,300,168,Scratch,166,70,207,94
1670.jpeg,259,194,Broken-glass,180,21,218,39
1670.jpeg,259,194,Dent,151,37,164,53
1664.jpeg,1024,1024,Dent,275,404,754,901
1664.jpeg,1024,1024,Dent,719,375,901,578
1102.jpeg,264,191,Dent,123,83,168,109
1102.jpeg,264,191,Smashed,1,58,199,188
1923.jpeg,281,180,Smashed,147,30,220,83
1923.jpeg,281,180,Broken-glass,174,19,212,33
1937.jpeg,1024,1024,Dent,201,345,829,555
1089.jpeg,367,137,Dent,190,38,246,83
1089.jpeg,367,137,Broken-glass,48,5,276,110
1738.jpeg,259,194,Dent,127,44,223,132
1738.jpeg,259,194,Dent,15,48,86,123
1062.jpeg,259,194,Dent,160,85,204,114
1062.jpeg,259,194,Scratch,89,118,109,141
1704.jpeg,275,183,Dent,111,112,153,137
1710.jpeg,194,259,Dent,35,99,91,168
1710.jpeg,194,259,Broken-glass,52,118,77,139
1076.jpeg,259,194,Smashed,172,54,222,101
1248.jpeg,300,168,Dent,148,24,197,111
1506.jpeg,259,194,Smashed,75,56,217,113
1260.jpeg,267,189,Smashed,25,71,229,158
1274.jpeg,300,168,Broken-glass,11,6,288,161
1512.jpeg,194,260,Dent,63,120,148,197
1275.jpeg,259,194,Dent,173,89,236,178
1513.jpeg,299,168,Dent,71,49,158,100
1513.jpeg,299,168,Broken-glass,25,75,76,118
1507.jpeg,259,194,Scratch,67,2,78,61
1261.jpeg,300,168,Dent,104,53,189,106
1249.jpeg,194,259,Dent,1,105,193,214
1711.jpeg,334,151,Dent,135,63,190,98
1077.jpeg,284,177,Smashed,224,65,278,132
1077.jpeg,284,177,Dent,236,70,252,83
1077.jpeg,284,177,Dent,194,68,214,82
1063.jpeg,259,194,Smashed,13,62,139,163
1705.jpeg,254,199,Smashed,84,50,247,144
1705.jpeg,254,199,Dent,9,89,61,135
1739.jpeg,269,187,Dent,68,37,188,139
1739.jpeg,269,187,Scratch,219,38,250,97
1936.jpeg,269,187,Smashed,60,70,127,147
1088.jpeg,260,194,Smashed,55,11,260,192
1088.jpeg,260,194,Broken-glass,68,57,139,101
1922.jpeg,305,165,Smashed,27,14,235,160
1665.jpeg,1024,1024,Scratch,131,606,226,655
1665.jpeg,1024,1024,Scratch,422,540,616,788
1665.jpeg,1024,1024,Scratch,481,275,604,411
1103.jpeg,1024,1024,Scratch,348,131,517,191
1103.jpeg,1024,1024,Scratch,375,217,562,366
1103.jpeg,1024,1024,Scratch,927,44,955,71
1117.jpeg,259,194,Dent,143,127,231,185
1117.jpeg,259,194,Broken-glass,146,111,200,132
1671.jpeg,1024,1024,Dent,413,127,852,961
1881.jpeg,1024,1024,Dent,145,301,803,607
1881.jpeg,1024,1024,Broken-glass,116,560,317,665
1881.jpeg,1024,1024,Dent,435,660,778,840
1659.jpeg,259,194,Scratch,136,55,181,127
1895.jpeg,251,201,Smashed,92,70,188,155
1842.jpeg,259,194,Broken-glass,58,101,99,118
1842.jpeg,259,194,Dent,40,78,125,161
1856.jpeg,266,190,Smashed,23,45,246,162
1301.jpeg,259,194,Smashed,5,39,93,132
1301.jpeg,259,194,Dent,88,61,117,92
1467.jpeg,259,194,Broken-glass,101,101,165,132
1467.jpeg,259,194,Dent,146,121,252,157
1467.jpeg,259,194,Dent,145,77,223,106
1473.jpeg,299,168,Smashed,183,78,285,149
1315.jpeg,259,194,Broken-glass,54,109,100,142
1315.jpeg,259,194,Smashed,12,77,106,179
1315.jpeg,259,194,Dent,146,76,175,96
1329.jpeg,269,188,Broken-glass,143,56,195,135
1498.jpeg,269,188,Broken-glass,71,59,165,132
1399.jpeg,260,194,Broken-glass,86,61,151,98
1399.jpeg,260,194,Dent,89,23,179,69
1414.jpeg,275,183,Scratch,112,102,156,134
1414.jpeg,275,183,Dent,115,39,182,104
1372.jpeg,259,194,Dent,21,78,158,129
1366.jpeg,300,168,Dent,158,37,248,105
1400.jpeg,276,183,Broken-glass,164,98,241,138
1400.jpeg,276,183,Broken-glass,7,83,59,134
1400.jpeg,276,183,Dent,16,36,233,133
1428.jpeg,259,194,Dent,119,72,191,102
1428.jpeg,259,194,Broken-glass,130,98,189,126
1819.jpeg,328,154,Smashed,191,45,306,125
1831.jpeg,213,236,Dent,87,52,165,185
1825.jpeg,260,194,Smashed,88,46,220,147
1170.jpeg,228,221,Dent,135,144,169,192
1170.jpeg,228,221,Dent,80,115,137,144
1616.jpeg,300,168,Broken-glass,67,5,107,19
1602.jpeg,266,190,Broken-glass,77,63,121,89
1602.jpeg,266,190,Smashed,36,26,174,130
1164.jpeg,275,183,Scratch,68,63,217,165
1164.jpeg,275,183,Scratch,1,121,87,154
1158.jpeg,259,194,Smashed,160,49,244,171
1158.jpeg,259,194,Dent,57,23,169,84
1789.jpeg,259,194,Dent,220,81,245,103
1004.jpeg,259,194,Smashed,1,28,258,180
1004.jpeg,259,194,Broken-glass,174,111,225,150
1004.jpeg,259,194,Broken-glass,107,31,152,69
1762.jpeg,260,194,Dent,185,43,210,91
1776.jpeg,259,194,Dent,86,26,187,100
1010.jpeg,284,178,Smashed,91,78,112,118
1010.jpeg,284,178,Broken-glass,94,61,136,82
1010.jpeg,284,178,Dent,59,78,89,95
1038.jpeg,286,176,Smashed,73,45,217,165
1038.jpeg,286,176,Broken-glass,121,72,160,95
1038.jpeg,286,176,Smashed,43,72,99,141
1560.jpeg,268,188,Smashed,34,58,218,175
1560.jpeg,268,188,Broken-glass,170,34,194,64
1206.jpeg,259,194,Dent,141,73,208,145
1206.jpeg,259,194,Dent,28,96,131,138
1212.jpeg,289,175,Scratch,183,83,238,135
1212.jpeg,289,175,Scratch,118,87,165,120
1212.jpeg,289,175,Scratch,250,88,271,117
1574.jpeg,262,192,Dent,133,80,188,136
1574.jpeg,262,192,Scratch,1,147,35,163
1548.jpeg,275,183,Scratch,137,64,171,106
1548.jpeg,275,183,Scratch,1,65,36,87
1548.jpeg,275,183,Scratch,170,124,184,135
1549.jpeg,259,194,Smashed,77,79,123,132
1549.jpeg,259,194,Broken-glass,123,73,186,93
1213.jpeg,225,225,Dent,20,88,145,188
1213.jpeg,225,225,Scratch,68,114,109,144
1575.jpeg,264,191,Smashed,52,67,166,170
1575.jpeg,264,191,Broken-glass,212,86,223,96
1561.jpeg,259,194,Broken-glass,131,79,166,100
1561.jpeg,259,194,Smashed,54,49,177,159
1207.jpeg,276,183,Dent,41,89,109,151
1039.jpeg,272,185,Smashed,93,69,221,155
1777.jpeg,300,168,Dent,68,104,133,148
1011.jpeg,271,186,Smashed,5,50,236,165
1011.jpeg,271,186,Broken-glass,103,14,169,39
1005.jpeg,275,183,Scratch,91,110,102,116
1005.jpeg,275,183,Scratch,26,102,43,114
1005.jpeg,275,183,Dent,227,109,245,122
1763.jpeg,300,168,Smashed,127,49,261,97
1788.jpeg,245,206,Smashed,118,72,200,181
1159.jpeg,277,182,Smashed,18,69,96,128
1159.jpeg,277,182,Scratch,99,89,168,122
1603.jpeg,274,184,Smashed,107,56,186,124
1165.jpeg,225,225,Scratch,139,118,188,137
1165.jpeg,225,225,Scratch,47,127,110,149
1165.jpeg,225,225,Scratch,1,139,19,153
1171.jpeg,260,194,Scratch,109,54,177,170
1171.jpeg,260,194,Scratch,192,11,229,37
1617.jpeg,259,194,Broken-glass,120,91,171,120
1617.jpeg,259,194,Smashed,92,56,259,162
1824.jpeg,275,183,Smashed,10,34,142,121
1830.jpeg,259,194,Broken-glass,44,85,91,110
1830.jpeg,259,194,Smashed,15,32,153,152
1818.jpeg,300,168,Scratch,155,70,210,97
1818.jpeg,300,168,Scratch,108,82,125,94
1429.jpeg,269,188,Broken-glass,72,96,120,119
1429.jpeg,269,188,Dent,128,77,183,104
1367.jpeg,274,184,Scratch,94,86,251,170
1367.jpeg,274,184,Broken-glass,147,37,272,94
1367.jpeg,274,184,Scratch,52,2,152,84
1401.jpeg,267,189,Dent,157,42,193,93
1415.jpeg,259,194,Scratch,40,54,166,135
1415.jpeg,259,194,Scratch,188,96,207,122
1415.jpeg,259,194,Scratch,176,139,191,165
1373.jpeg,245,206,Smashed,96,26,209,157
1373.jpeg,245,206,Dent,73,100,104,131
1398.jpeg,225,225,Dent,48,151,98,167
1403.jpeg,259,194,Smashed,19,120,121,164
1365.jpeg,179,282,Dent,71,116,123,224
1371.jpeg,259,194,Dent,60,72,158,178
1371.jpeg,259,194,Scratch,128,90,139,144
1417.jpeg,299,168,Dent,2,48,294,84
1359.jpeg,300,168,Broken-glass,22,13,209,121
1198.jpeg,269,187,Smashed,1,53,163,176
1198.jpeg,269,187,Dent,43,93,92,119
1826.jpeg,259,194,Smashed,140,37,208,114
1832.jpeg,274,184,Dent,17,12,176,83
1167.jpeg,1024,1024,Dent,495,531,752,1001
1601.jpeg,259,194,Dent,116,25,166,159
1601.jpeg,259,194,Scratch,1,102,104,178
1615.jpeg,259,194,Dent,122,77,169,122
1615.jpeg,259,194,Dent,81,90,106,118
1173.jpeg,259,194,Broken-glass,86,72,195,98
1173.jpeg,259,194,Dent,88,137,144,159
1629.jpeg,275,183,Smashed,91,51,204,144
1013.jpeg,259,194,Dent,89,71,218,115
1775.jpeg,259,194,Smashed,92,84,195,145
1761.jpeg,194,259,Dent,64,90,165,157
1007.jpeg,310,163,Smashed,149,60,310,163
1007.jpeg,310,163,Dent,32,43,138,156
1007.jpeg,310,163,Broken-glass,110,1,269,63
1007.jpeg,310,163,Dent,131,58,155,119
1749.jpeg,284,177,Smashed,123,59,275,125
1749.jpeg,284,177,Broken-glass,99,38,150,59
1749.jpeg,284,177,Dent,79,80,106,97
1749.jpeg,284,177,Dent,11,63,24,74
1588.jpeg,1024,1024,Smashed,321,435,975,948
1588.jpeg,1024,1024,Dent,165,111,844,478
1577.jpeg,259,194,Dent,58,76,79,110
1211.jpeg,259,194,Broken-glass,211,71,246,101
1205.jpeg,300,168,Smashed,93,28,300,149
1563.jpeg,261,193,Smashed,14,135,241,177
1239.jpeg,299,168,Broken-glass,105,31,211,73
1239.jpeg,299,168,Smashed,140,76,282,164
1239.jpeg,299,168,Dent,1,121,81,142
1238.jpeg,1024,1024,Dent,295,522,615,736
1204.jpeg,275,183,Dent,148,83,264,150
1204.jpeg,275,183,Scratch,180,129,219,146
1562.jpeg,299,168,Dent,117,31,220,120
1576.jpeg,275,183,Dent,42,94,146,119
1210.jpeg,259,195,Smashed,18,86,207,181
1210.jpeg,259,195,Dent,212,85,249,113
1210.jpeg,259,195,Broken-glass,41,22,160,88
1589.jpeg,1024,1024,Broken-glass,681,181,785,347
1589.jpeg,1024,1024,Smashed,35,383,831,635
1589.jpeg,1024,1024,Dent,327,175,690,386
1589.jpeg,1024,1024,Smashed,380,501,517,558
1748.jpeg,274,184,Dent,242,81,251,92
1748.jpeg,274,184,Dent,82,95,95,102
1760.jpeg,290,174,Broken-glass,118,55,185,105
1006.jpeg,269,187,Smashed,24,70,206,155
1006.jpeg,269,187,Broken-glass,151,82,192,102
1006.jpeg,269,187,Broken-glass,70,77,97,102
1012.jpeg,259,194,Broken-glass,83,62,131,105
1012.jpeg,259,194,Dent,184,60,207,105
1774.jpeg,299,168,Broken-glass,167,75,220,98
1774.jpeg,299,168,Dent,168,56,209,72
1774.jpeg,299,168,Smashed,66,86,215,128
1628.jpeg,260,194,Dent,78,90,124,149
1614.jpeg,266,189,Dent,21,6,241,136
1172.jpeg,259,194,Dent,77,63,148,88
1166.jpeg,259,194,Dent,39,68,148,117
1166.jpeg,259,194,Smashed,101,92,258,194
1166.jpeg,259,194,Dent,134,55,168,79
1166.jpeg,259,194,Dent,60,5,81,29
1166.jpeg,259,194,Dent,71,39,129,51
1600.jpeg,259,194,Broken-glass,28,62,93,99
1600.jpeg,259,194,Smashed,101,95,231,125
1600.jpeg,259,194,Scratch,108,103,145,120
1600.jpeg,259,194,Smashed,52,38,227,85
1833.jpeg,259,194,Dent,124,136,165,157
1199.jpeg,259,195,Dent,202,79,255,95
1199.jpeg,259,195,Scratch,118,84,186,124
1199.jpeg,259,195,Scratch,48,92,95,126
1827.jpeg,259,194,Scratch,60,16,120,31
1827.jpeg,259,194,Broken-glass,57,49,167,90
1358.jpeg,301,167,Scratch,56,79,242,131
1370.jpeg,259,194,Broken-glass,21,23,232,96
1416.jpeg,259,194,Broken-glass,111,99,133,123
1416.jpeg,259,194,Dent,47,74,107,114
1416.jpeg,259,194,Dent,103,121,127,142
1402.jpeg,299,168,Broken-glass,71,15,242,100
1364.jpeg,259,194,Smashed,156,47,215,124
1348.jpeg,264,191,Smashed,82,52,185,114
1348.jpeg,264,191,Broken-glass,145,76,183,95
1360.jpeg,258,196,Smashed,15,67,196,157
1406.jpeg,1024,1024,Dent,265,329,726,601
1412.jpeg,290,173,Dent,46,45,88,107
1374.jpeg,254,198,Dent,27,59,109,137
1374.jpeg,254,198,Scratch,50,106,60,189
1823.jpeg,275,183,Dent,5,81,59,136
1189.jpeg,259,194,Dent,175,77,201,95
1189.jpeg,259,194,Scratch,212,64,236,85
1837.jpeg,259,194,Smashed,16,120,148,179
1837.jpeg,259,194,Broken-glass,125,129,146,143
1638.jpeg,276,183,Broken-glass,197,66,228,88
1604.jpeg,240,210,Dent,46,134,171,204
1162.jpeg,245,205,Broken-glass,131,145,202,176
1162.jpeg,245,205,Smashed,1,58,212,190
1162.jpeg,245,205,Dent,27,95,162,144
1176.jpeg,296,170,Smashed,1,28,193,156
1610.jpeg,275,183,Dent,48,94,213,162
1610.jpeg,275,183,Broken-glass,51,66,66,91
1758.jpeg,259,194,Dent,94,44,222,118
1758.jpeg,259,194,Scratch,30,151,50,167
1770.jpeg,259,194,Broken-glass,132,101,164,120
1770.jpeg,259,194,Smashed,131,103,199,161
1016.jpeg,259,194,Broken-glass,109,90,156,124
1016.jpeg,259,194,Dent,119,127,148,152
1016.jpeg,259,194,Broken-glass,109,42,136,61
1002.jpeg,259,194,Smashed,138,10,248,104
1002.jpeg,259,194,Broken-glass,39,81,104,119
1002.jpeg,259,194,Smashed,1,113,162,193
1764.jpeg,300,168,Broken-glass,131,51,203,109
1764.jpeg,300,168,Scratch,128,103,271,167
1764.jpeg,300,168,Smashed,82,2,297,134
1599.jpeg,299,168,Broken-glass,8,30,293,138
1228.jpeg,259,194,Broken-glass,81,37,154,66
1228.jpeg,259,194,Broken-glass,71,100,101,120
1228.jpeg,259,194,Dent,159,68,203,120
1228.jpeg,259,194,Smashed,53,88,143,171
1214.jpeg,299,168,Smashed,86,66,132,101
1214.jpeg,299,168,Dent,170,82,189,99
1572.jpeg,275,183,Broken-glass,131,89,151,109
1572.jpeg,275,183,Smashed,65,51,179,144
1566.jpeg,269,187,Dent,130,58,165,101
1200.jpeg,259,194,Broken-glass,80,44,150,69
1200.jpeg,259,194,Dent,15,65,126,85
1567.jpeg,316,159,Smashed,8,32,125,146
1567.jpeg,316,159,Broken-glass,128,14,197,66
1567.jpeg,316,159,Broken-glass,196,30,250,67
1201.jpeg,225,225,Dent,1,53,224,133
1215.jpeg,259,194,Scratch,71,82,166,116
1215.jpeg,259,194,Scratch,17,72,58,101
1573.jpeg,303,166,Scratch,71,67,109,84
1229.jpeg,260,194,Dent,107,39,174,144
1598.jpeg,275,183,Smashed,15,33,252,137
1003.jpeg,300,168,Dent,144,106,200,143
1003.jpeg,300,168,Broken-glass,139,73,195,109
1765.jpeg,259,194,Dent,160,96,174,118
1771.jpeg,184,274,Scratch,49,89,73,122
1771.jpeg,184,274,Dent,57,136,76,153
1017.jpeg,275,183,Smashed,120,82,178,108
1017.jpeg,275,183,Broken-glass,115,75,154,86
1759.jpeg,232,217,Dent,41,91,90,126
1759.jpeg,232,217,Scratch,108,137,198,155
1759.jpeg,232,217,Dent,104,105,150,123
1177.jpeg,269,187,Scratch,32,85,74,119
1177.jpeg,269,187,Scratch,173,126,196,152
1611.jpeg,257,196,Broken-glass,37,96,68,137
1605.jpeg,299,168,Scratch,72,77,225,130
1163.jpeg,1024,1024,Dent,287,347,372,536
1163.jpeg,1024,1024,Dent,1,414,612,1024
1163.jpeg,1024,1024,Scratch,635,390,733,585
1639.jpeg,259,194,Scratch,47,17,239,133
1639.jpeg,259,194,Dent,79,137,180,162
1188.jpeg,259,194,Dent,95,76,122,119
1188.jpeg,259,194,Dent,78,122,99,139
1188.jpeg,259,194,Broken-glass,46,84,92,115
1836.jpeg,251,201,Dent,199,153,244,178
1836.jpeg,251,201,Scratch,97,164,172,178
1822.jpeg,259,194,Dent,36,71,55,87
1413.jpeg,259,194,Dent,33,52,101,120
1375.jpeg,290,174,Dent,173,73,254,108
1375.jpeg,290,174,Broken-glass,177,54,245,77
1361.jpeg,294,171,Dent,65,11,131,63
1361.jpeg,294,171,Dent,103,83,256,146
1407.jpeg,263,192,Dent,112,32,202,136
1349.jpeg,275,183,Smashed,135,1,275,102
1388.jpeg,259,194,Scratch,2,92,73,157
1388.jpeg,259,194,Dent,116,75,142,102
1439.jpeg,259,194,Dent,50,108,201,167
1377.jpeg,259,194,Dent,75,84,174,161
1411.jpeg,275,183,Broken-glass,1,64,161,124
1411.jpeg,275,183,Dent,3,37,32,68
1411.jpeg,275,183,Dent,89,124,197,144
1411.jpeg,275,183,Dent,154,49,275,89
1405.jpeg,284,177,Smashed,81,103,218,153
1363.jpeg,284,178,Broken-glass,204,94,248,112
1363.jpeg,284,178,Smashed,103,50,264,142
1834.jpeg,326,155,Smashed,96,20,236,101
1820.jpeg,275,183,Scratch,191,1,211,26
1808.jpeg,300,168,Broken-glass,173,38,299,82
1149.jpeg,259,194,Dent,15,34,125,92
1613.jpeg,259,194,Dent,41,105,163,161
1175.jpeg,259,194,Dent,113,61,248,150
1161.jpeg,1024,1024,Dent,18,422,542,636
1161.jpeg,1024,1024,Dent,319,466,764,1019
1607.jpeg,284,177,Scratch,240,71,251,82
1607.jpeg,284,177,Dent,258,85,278,119
1798.jpeg,259,194,Broken-glass,158,59,238,100
1798.jpeg,259,194,Dent,161,97,242,164
1940.jpeg,1024,1024,Dent,173,375,781,665
1940.jpeg,1024,1024,Broken-glass,396,140,747,312
1940.jpeg,1024,1024,Broken-glass,654,540,854,770
1940.jpeg,1024,1024,Scratch,576,843,655,902
1029.jpeg,259,194,Smashed,130,24,259,177
1029.jpeg,259,194,Broken-glass,168,98,208,131
1767.jpeg,259,194,Dent,159,104,231,130
1001.jpeg,304,166,Smashed,118,54,279,126
1001.jpeg,304,166,Smashed,37,67,119,156
1001.jpeg,304,166,Broken-glass,79,28,126,45
1015.jpeg,259,195,Broken-glass,79,86,181,121
1015.jpeg,259,195,Broken-glass,178,63,213,106
